Year,Indicator Name,Indicator Code,Value
1973,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,9212520816
1972,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10377492300
1971,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,15219249063
1970,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,16913297294
1969,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,11428468160
1968,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,13668346298
1967,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,12821430894
1966,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,11265742145
1965,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,12127233805
1964,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10780393962
1963,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10112955364
1962,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,8591203617
1961,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,8523329444
1960,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,8122822486
2018,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,17.52516659
2017,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,21.02156551
2016,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,16.02185807
2015,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-1.607383735
2014,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.254363102
2013,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.810099359
2012,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.095571871
2011,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.119291427
2010,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.346972008
2009,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-15.9057208
2008,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.861903896
2007,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-4.070268905
2006,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,18.68415324
2005,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,40.49228753
2004,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-8.575297538
2003,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.2205503
2002,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.043213214
2001,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.160180786
2000,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-2.2500468
1999,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-5.401425835
1998,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-5.621130037
1997,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.785256709
1996,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,13.59345562
1995,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.969776918
1994,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-10.78933994
1993,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,14.84435798
1992,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,30.8431249
1991,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-7.396928127
1990,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.499597528
1989,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.322199168
1988,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.404947098
1987,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.991929004
1986,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-2.461336572
1985,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.916550394
1984,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,7.232582373
1983,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.10697253
1982,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.473206704
1981,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-20.89206195
1980,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.004601485
1979,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,30.24648415
1978,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.824757348
1977,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,10.66862664
1976,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.959644251
1975,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-6.357855877
1974,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,15.62329917
1973,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-11.22594409
1972,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-31.81337491
1971,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-10.01607316
1970,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,47.99268859
1969,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-16.38733823
1968,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.605467136
1967,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,13.80902144
1966,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-7.103777117
1965,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,12.49341952
1964,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.599837277
1963,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,17.71290514
1962,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.796334027
1961,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.930637836
2018,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,2.53E+12
2017,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,2.15E+12
2016,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.78E+12
2015,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.53E+12
2014,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.56E+12
2013,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.55E+12
2012,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.53E+12
2011,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.58E+12
2010,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.58E+12
2009,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.51E+12
2008,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.80E+12
2007,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.70E+12
2006,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.77E+12
2005,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.49E+12
2004,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.06E+12
2003,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.16E+12
2002,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.04E+12
2001,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.01E+12
2000,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,9.92E+11
1999,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.01E+12
1998,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.07E+12
1997,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.14E+12
1996,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.18E+12
1995,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.04E+12
1994,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.00E+12
1993,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.12E+12
1992,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,9.76E+11
1991,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.46E+11
1990,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,8.06E+11
1989,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,8.35E+11
1988,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.71E+11
1987,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.98E+11
1986,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.82E+11
1985,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,8.02E+11
1984,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.36E+11
1983,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,6.87E+11
1982,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,6.18E+11
1981,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,6.21E+11
1980,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.85E+11
1979,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.55E+11
1978,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.80E+11
1977,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.43E+11
1976,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.90E+11
1975,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.58E+11
1974,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.89E+11
1973,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.23E+11
1972,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.77E+11
1971,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,6.99E+11
1970,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,7.77E+11
1969,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.25E+11
1968,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,6.28E+11
1967,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.89E+11
1966,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.18E+11
1965,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,5.57E+11
1964,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.95E+11
1963,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,4.65E+11
1962,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,3.95E+11
1961,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,3.92E+11
1960,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,3.73E+11
2018,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.43988705
2017,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.55269047
2016,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.16050457
2015,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.05026145
2014,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.65866099
2013,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.05644525
2012,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.40883945
2011,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.97323549
2010,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.35265873
2009,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.67609584
2008,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.21189061
2007,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.77581515
2006,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.54776684
2005,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.5637946
2004,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.63322921
2003,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.12552834
2002,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.31401272
2001,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.71199416
2000,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.6882827
1999,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.96646348
1998,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.526934
1997,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.77031288
1996,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.42702506
1995,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.42278402
1994,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.04453515
1993,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.44087016
1992,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.52855782
1991,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.55774035
1990,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.371188
1989,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.7469584
1988,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.67018513
1987,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.00362682
1986,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.66660345
1985,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.8141781
1984,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.62613629
1983,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.97756949
1982,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.7644989
1981,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.01231745
1980,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.09991672
1979,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.75728414
1978,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.47913184
1977,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.02081557
1976,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.37401371
1975,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.39241664
1974,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.7773138
1973,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.30363183
1972,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.98249368
1971,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.78995694
1970,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.66995188
1969,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.86522782
1968,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.77085178
1967,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.11188563
2018,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-34101864616
2017,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-28413120635
2016,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-19547003198
2015,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-17439641770
2014,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-15678383666
2013,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-15674981408
2012,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-17978012162
2011,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-10693394446
2010,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-10354157493
2009,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-12242099510
2008,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-18418712478
2007,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-9998334273
2006,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-10176488474
2005,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-4242439047
2004,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1012767066
2003,External balance on goods and services (current US$),NE.RSB.GNFS.CD,494007170.9
2002,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-65362130.56
2001,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-761027138.4
2000,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-922155109.9
1999,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1015745720
1998,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-648129008
1997,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-2927097662
1996,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-2864553779
1995,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1644942725
1994,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1433344082
1993,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3157882542
1992,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1541373257
1991,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-709412942.8
1990,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3133969018
1989,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3158988028
1988,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3110044853
1987,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-2591012432
1986,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3434207781
1985,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3859113945
1984,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3599825950
1983,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3173052835
1982,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3631473223
1981,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-3005400899
1980,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-2750997313
1979,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-2377700909
1978,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1646299899
1977,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1472700040
1976,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1154100232
1975,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1308499990
1974,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-622599969.7
1973,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-175629613.2
1972,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-484834888.9
1971,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-598764552.7
1970,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-691985405.3
